Subscription Length (Months),Customer Satisfaction Score (1-10),Daily Watch Time (Hours),Engagement Rate (1-10),Device Used Most Often,Genre Preference,Region,Payment History (On-Time/Delayed),Subscription Plan,Support Queries Logged,Age,Monthly Income ($),Promotional Offers Used,Number of Profiles Created,Actual_Churn,Predicted_Churn
7,2,2.3,4,Tablet,Drama,Europe,On-Time,Standard,8,50,3432,No,5,1,1
26,1,5.77,3,Laptop,Drama,Africa,On-Time,Basic,4,59,8045,Yes,1,0,0
55,4,5.79,2,Mobile,Comedy,Oceania,On-Time,Standard,3,59,2388,No,5,0,0
33,1,5.68,3,Mobile,Romance,Africa,On-Time,Basic,1,52,3222,No,4,0,0
58,3,3.59,4,Laptop,Sci-fi,South America,On-Time,Standard,2,66,4008,Yes,5,0,0
39,5,4.6,5,Mobile,Sci-fi,North America,On-Time,Basic,4,40,6845,Yes,5,0,0
38,4,1.9,3,Mobile,Sci-fi,Europe,On-Time,Standard,6,34,2953,Yes,5,0,0
36,6,4.08,5,Tablet,Comedy,Asia,Delayed,Basic,1,24,1661,No,4,0,0
35,9,2.42,8,Tablet,Romance,South America,On-Time,Basic,4,31,9703,Yes,2,0,0
33,9,5.82,8,Smart TV,Sci-fi,Europe,Delayed,Standard,7,25,6333,Yes,2,0,0
40,10,4.59,9,Smart TV,Sci-fi,Europe,Delayed,Basic,3,21,1891,Yes,3,0,0
32,9,3.29,8,Laptop,Action,Africa,Delayed,Standard,7,41,4585,No,2,0,0
19,7,4.58,9,Laptop,Drama,Africa,Delayed,Premium,6,50,2047,Yes,3,1,1
59,8,5.44,7,Laptop,Comedy,Africa,On-Time,Premium,1,52,7081,Yes,3,0,0
16,10,2.02,8,Laptop,Comedy,Africa,On-Time,Premium,4,41,6863,Yes,1,0,0
24,9,2.23,10,Mobile,Action,Oceania,On-Time,Premium,8,54,4291,Yes,2,0,0
60,2,2.89,3,Mobile,Sci-fi,South America,Delayed,Basic,8,52,3289,Yes,3,0,0
38,9,5.28,7,Smart TV,Comedy,Asia,On-Time,Basic,1,44,4249,No,2,0,0
34,1,3.0,3,Smart TV,Drama,South America,Delayed,Basic,6,44,7712,Yes,4,0,0
22,7,2.86,7,Mobile,Action,Oceania,On-Time,Standard,0,55,6484,Yes,4,0,0
9,9,1.75,8,Smart TV,Sci-fi,Europe,On-Time,Basic,3,37,5353,Yes,5,0,0
57,2,2.08,5,Mobile,Drama,South America,On-Time,Standard,4,52,3058,Yes,2,0,0
45,7,4.64,9,Mobile,Sci-fi,Asia,On-Time,Basic,10,34,6194,No,1,0,0
38,8,1.45,10,Tablet,Action,South America,On-Time,Standard,4,62,3826,No,1,0,0
22,7,5.17,7,Smart TV,Comedy,South America,On-Time,Premium,4,62,7058,No,1,0,0
20,10,5.62,8,Tablet,Romance,Europe,Delayed,Premium,4,26,4084,Yes,2,1,1
16,10,5.88,8,Laptop,Romance,Asia,Delayed,Premium,6,27,8189,Yes,2,1,1
19,7,1.72,7,Smart TV,Sci-fi,South America,On-Time,Basic,1,65,2835,Yes,1,0,0
14,7,2.66,8,Mobile,Action,North America,On-Time,Standard,10,34,9878,Yes,4,0,0
59,9,1.29,10,Mobile,Romance,Europe,Delayed,Basic,0,45,4845,Yes,5,0,0
27,9,2.73,10,Laptop,Action,North America,Delayed,Basic,10,44,6995,No,5,0,0
9,8,4.86,10,Tablet,Sci-fi,Oceania,On-Time,Basic,6,31,2652,Yes,4,0,0
38,4,1.4,5,Smart TV,Sci-fi,South America,On-Time,Standard,9,59,9847,Yes,5,0,0
38,9,4.09,10,Mobile,Comedy,Oceania,Delayed,Basic,0,24,7461,Yes,3,0,0
12,10,5.86,10,Laptop,Comedy,South America,On-Time,Basic,8,68,6572,Yes,4,0,0
56,2,5.66,5,Tablet,Drama,Africa,Delayed,Premium,4,55,2048,Yes,1,0,0
38,10,3.17,8,Smart TV,Drama,Oceania,On-Time,Basic,6,61,1228,Yes,5,0,0
44,7,3.27,8,Smart TV,Sci-fi,Oceania,On-Time,Basic,2,53,6313,Yes,5,0,0
31,9,4.58,8,Laptop,Sci-fi,North America,Delayed,Premium,2,55,7763,No,3,0,0
35,8,5.46,9,Mobile,Romance,Asia,On-Time,Basic,10,31,5795,No,5,0,0
6,9,4.05,9,Tablet,Romance,Europe,On-Time,Premium,10,24,9355,No,5,0,0
28,7,5.21,8,Mobile,Drama,North America,On-Time,Premium,3,38,5688,Yes,5,0,0
44,4,4.23,4,Mobile,Drama,South America,On-Time,Basic,2,59,3323,Yes,3,0,0
49,6,5.53,1,Laptop,Drama,Africa,Delayed,Basic,8,49,6030,No,1,0,0
20,7,4.47,10,Laptop,Action,Europe,On-Time,Standard,1,44,2625,Yes,3,0,0
54,4,5.05,6,Smart TV,Comedy,Africa,On-Time,Premium,10,33,9001,Yes,4,0,0
44,4,3.68,1,Smart TV,Romance,North America,On-Time,Basic,3,65,4472,Yes,3,0,0
7,9,2.74,8,Tablet,Comedy,Europe,On-Time,Basic,2,40,4060,No,5,0,0
41,7,3.7,7,Tablet,Drama,North America,On-Time,Basic,10,30,6142,Yes,1,0,0
8,10,3.19,9,Mobile,Drama,Oceania,Delayed,Standard,2,70,3863,No,3,1,1
1,1,4.62,5,Laptop,Sci-fi,Europe,On-Time,Basic,5,18,7873,Yes,2,0,0
12,10,5.31,7,Laptop,Comedy,Oceania,On-Time,Basic,8,24,9397,No,2,0,0
7,9,4.72,9,Mobile,Romance,Africa,Delayed,Basic,10,66,5223,No,5,1,1
3,5,2.23,3,Smart TV,Comedy,North America,On-Time,Standard,7,68,1480,Yes,3,0,0
53,10,1.53,10,Tablet,Drama,Europe,On-Time,Standard,6,34,7514,No,1,0,0
46,7,3.92,7,Mobile,Comedy,Oceania,Delayed,Basic,0,29,3902,Yes,2,0,0
52,10,4.73,10,Laptop,Comedy,South America,On-Time,Basic,8,30,5268,No,5,0,0
49,10,4.86,7,Tablet,Sci-fi,Europe,On-Time,Standard,3,28,2720,No,5,0,0
6,9,3.63,7,Mobile,Sci-fi,Asia,Delayed,Standard,6,26,1063,Yes,2,1,1
30,2,2.31,1,Mobile,Comedy,Oceania,On-Time,Basic,8,35,9827,No,4,0,0
18,8,3.33,8,Mobile,Drama,Europe,Delayed,Premium,4,22,5811,Yes,1,1,1
54,4,5.56,6,Mobile,Drama,South America,On-Time,Standard,9,45,3327,No,5,0,0
54,7,2.75,7,Smart TV,Drama,Africa,On-Time,Standard,4,31,7611,No,4,0,0
20,3,2.02,2,Laptop,Comedy,Africa,On-Time,Standard,3,19,7638,Yes,3,0,0
34,10,3.37,8,Tablet,Sci-fi,Africa,On-Time,Basic,6,43,2443,Yes,5,0,0
5,7,3.11,9,Tablet,Drama,Africa,On-Time,Basic,2,66,8213,Yes,4,0,0
28,9,1.28,7,Smart TV,Drama,Africa,On-Time,Basic,9,38,6952,No,5,0,0
25,8,4.16,10,Smart TV,Action,Asia,On-Time,Basic,6,34,2935,Yes,4,0,0
45,9,5.04,10,Tablet,Action,Oceania,On-Time,Standard,10,70,5816,No,5,0,0
23,8,1.5,10,Mobile,Romance,Africa,Delayed,Basic,6,54,3680,No,1,1,1
43,10,2.94,9,Smart TV,Comedy,Oceania,Delayed,Basic,3,55,5743,No,5,0,0
45,10,5.36,9,Tablet,Comedy,Asia,Delayed,Basic,4,60,8513,Yes,5,0,0
1,9,2.52,8,Laptop,Romance,Africa,On-Time,Standard,9,47,7747,No,4,0,0
59,8,4.7,10,Tablet,Sci-fi,Europe,On-Time,Basic,8,59,4441,Yes,1,0,0
12,2,5.15,5,Mobile,Romance,Oceania,On-Time,Basic,6,27,1401,No,5,1,1
10,4,2.12,6,Smart TV,Sci-fi,South America,On-Time,Standard,10,20,9016,Yes,2,0,0
55,8,4.57,7,Smart TV,Comedy,North America,On-Time,Premium,3,36,9875,No,2,0,0
40,5,2.26,6,Smart TV,Action,Africa,On-Time,Basic,6,41,4826,Yes,5,0,0
28,2,5.76,2,Smart TV,Comedy,Europe,On-Time,Basic,5,70,9850,Yes,4,0,0
31,10,4.7,10,Laptop,Comedy,Europe,On-Time,Basic,9,24,4500,No,2,0,0
17,6,3.35,2,Mobile,Comedy,Oceania,On-Time,Standard,4,40,9194,No,4,1,1
60,10,5.98,9,Mobile,Comedy,South America,On-Time,Basic,8,56,6748,No,2,0,0
29,2,3.87,3,Mobile,Action,Africa,On-Time,Standard,5,21,1078,No,5,0,0
40,9,4.62,10,Laptop,Drama,Europe,On-Time,Basic,1,32,3322,No,5,0,0
7,1,5.22,4,Mobile,Sci-fi,Europe,On-Time,Standard,5,50,6289,No,4,1,1
28,3,1.3,2,Tablet,Drama,South America,Delayed,Standard,9,21,1760,Yes,3,0,0
32,7,4.23,9,Tablet,Comedy,Europe,On-Time,Basic,6,40,2005,Yes,5,0,0
3,7,4.52,9,Tablet,Action,Europe,On-Time,Standard,1,21,5893,Yes,5,0,0
21,3,3.24,1,Laptop,Sci-fi,Oceania,On-Time,Basic,6,30,4642,No,4,1,1
24,4,3.94,3,Smart TV,Drama,Oceania,On-Time,Standard,5,33,9564,Yes,3,0,0
15,1,5.73,1,Laptop,Action,Africa,On-Time,Premium,6,47,6919,No,3,0,0
19,10,5.11,9,Tablet,Romance,North America,On-Time,Standard,2,35,9127,Yes,2,0,0
55,8,1.26,8,Mobile,Romance,North America,Delayed,Basic,5,52,7579,No,2,0,0
55,10,1.41,8,Mobile,Action,North America,On-Time,Premium,4,18,3402,Yes,1,0,0
44,10,2.5,10,Mobile,Sci-fi,Oceania,On-Time,Premium,10,46,1054,Yes,2,0,0
1,7,1.99,9,Laptop,Comedy,Asia,On-Time,Standard,0,36,8382,No,5,0,0
7,7,4.01,8,Mobile,Sci-fi,North America,Delayed,Standard,4,23,5425,Yes,1,1,1
55,7,1.06,10,Smart TV,Action,Asia,Delayed,Basic,2,40,5572,Yes,3,0,0
35,7,2.02,8,Laptop,Comedy,Asia,On-Time,Standard,4,56,8723,Yes,4,0,0
17,2,3.22,3,Smart TV,Comedy,Oceania,On-Time,Basic,10,47,9262,Yes,3,0,0
3,8,5.23,8,Laptop,Comedy,North America,On-Time,Basic,5,39,8323,Yes,4,0,0
17,7,3.5,8,Laptop,Drama,Europe,On-Time,Standard,9,22,9904,No,4,0,0
36,5,3.43,3,Smart TV,Sci-fi,North America,On-Time,Basic,5,48,7073,No,3,0,0
29,5,5.99,6,Tablet,Drama,Asia,On-Time,Basic,0,23,4202,Yes,3,0,0
15,7,5.55,10,Mobile,Romance,Africa,On-Time,Basic,6,36,3330,Yes,4,0,0
2,10,2.81,10,Mobile,Sci-fi,Europe,Delayed,Basic,9,67,7645,Yes,3,1,1
26,9,3.49,7,Laptop,Action,Africa,On-Time,Basic,5,29,7076,Yes,1,0,0
58,7,4.12,10,Tablet,Sci-fi,North America,Delayed,Premium,2,59,9060,Yes,5,0,0
55,8,3.7,8,Smart TV,Drama,Africa,On-Time,Basic,6,36,9786,Yes,5,0,0
34,8,5.11,9,Smart TV,Drama,North America,Delayed,Standard,8,63,2025,No,4,0,0
1,2,5.71,2,Laptop,Action,North America,On-Time,Standard,7,26,1232,No,4,1,1
19,4,4.06,3,Mobile,Romance,Oceania,Delayed,Basic,5,36,1240,Yes,1,1,1
45,10,1.04,10,Mobile,Romance,Asia,On-Time,Basic,7,34,5462,No,2,0,0
52,8,1.91,8,Laptop,Sci-fi,Oceania,Delayed,Premium,5,52,5028,No,5,0,0
35,9,4.53,9,Mobile,Sci-fi,Asia,On-Time,Standard,6,63,5384,Yes,5,0,0
53,8,3.56,8,Laptop,Sci-fi,Europe,On-Time,Basic,4,26,3389,Yes,2,0,0
12,8,4.62,9,Smart TV,Drama,North America,On-Time,Standard,10,57,4211,Yes,1,0,0
46,6,5.94,1,Smart TV,Drama,Asia,On-Time,Basic,5,18,4625,Yes,4,0,0
44,10,3.9,8,Tablet,Romance,Africa,Delayed,Standard,4,60,6721,Yes,2,0,0
33,8,1.11,8,Smart TV,Sci-fi,Asia,Delayed,Standard,7,38,2289,Yes,2,0,0
56,4,2.11,2,Mobile,Drama,Europe,On-Time,Standard,0,51,1645,No,4,0,0
57,8,4.23,7,Mobile,Sci-fi,North America,On-Time,Basic,0,43,3640,Yes,4,0,0
35,7,2.23,7,Smart TV,Comedy,North America,On-Time,Standard,1,45,2470,Yes,3,0,0
2,4,3.2,2,Tablet,Romance,Europe,On-Time,Standard,8,65,8479,Yes,5,0,0
59,3,2.82,5,Smart TV,Comedy,Africa,On-Time,Premium,7,47,9884,No,1,0,0
4,7,1.3,10,Mobile,Drama,Oceania,On-Time,Premium,4,67,9355,Yes,5,0,0
9,6,3.31,6,Smart TV,Sci-fi,North America,On-Time,Basic,8,20,5162,Yes,4,0,0
40,10,4.27,9,Mobile,Sci-fi,Asia,On-Time,Standard,10,62,3279,Yes,2,0,0
47,8,2.16,10,Smart TV,Sci-fi,Europe,On-Time,Basic,9,52,2069,Yes,3,0,0
57,5,5.65,1,Mobile,Romance,North America,On-Time,Standard,1,48,2508,Yes,4,0,0
43,9,1.62,8,Tablet,Comedy,Asia,On-Time,Basic,4,45,7791,Yes,2,0,0
13,9,4.49,9,Smart TV,Sci-fi,North America,On-Time,Standard,5,30,9143,Yes,1,0,0
12,9,5.88,9,Smart TV,Sci-fi,South America,Delayed,Standard,10,51,8878,Yes,1,1,1
12,9,4.59,9,Smart TV,Action,Oceania,Delayed,Basic,9,35,3028,Yes,4,1,1
16,5,5.09,4,Mobile,Comedy,Europe,On-Time,Basic,10,49,2718,No,5,1,1
24,8,4.13,10,Laptop,Drama,Africa,On-Time,Premium,0,63,5870,Yes,2,0,0
31,4,2.53,5,Smart TV,Action,Africa,On-Time,Premium,4,69,1658,No,4,0,0
43,6,1.52,3,Mobile,Sci-fi,North America,On-Time,Premium,0,52,1899,Yes,3,0,0
37,7,3.41,10,Smart TV,Sci-fi,Oceania,On-Time,Basic,1,67,7244,Yes,2,0,0
20,2,2.5,1,Mobile,Action,South America,Delayed,Basic,4,40,4294,No,4,1,1
19,5,4.93,3,Laptop,Sci-fi,North America,On-Time,Premium,7,30,4706,No,3,0,0
29,3,4.87,4,Mobile,Sci-fi,Africa,Delayed,Basic,5,64,2881,Yes,3,0,0
12,3,5.56,5,Smart TV,Drama,Oceania,On-Time,Standard,5,26,8043,No,4,1,1
31,7,2.6,8,Laptop,Sci-fi,Africa,On-Time,Premium,1,70,3749,Yes,2,0,0
20,6,5.7,4,Laptop,Action,Europe,On-Time,Basic,0,56,5810,No,1,1,1
32,10,1.3,8,Smart TV,Comedy,Europe,On-Time,Basic,0,38,2293,Yes,4,0,0
54,7,2.33,7,Mobile,Action,Asia,On-Time,Standard,3,62,3899,Yes,5,0,0
31,10,1.13,9,Tablet,Drama,Europe,Delayed,Basic,6,34,8686,Yes,5,0,0
58,3,3.53,4,Tablet,Drama,South America,On-Time,Basic,10,19,3844,Yes,1,0,0
14,9,4.17,7,Smart TV,Romance,Asia,On-Time,Premium,0,39,1677,Yes,1,0,0
5,8,5.55,8,Laptop,Romance,Asia,Delayed,Basic,10,28,3768,Yes,5,1,1
28,8,5.37,10,Smart TV,Action,Oceania,Delayed,Standard,6,28,3708,Yes,5,0,0
27,9,1.48,7,Tablet,Comedy,Africa,On-Time,Basic,9,31,9247,Yes,2,0,0
55,7,2.62,7,Mobile,Sci-fi,North America,Delayed,Basic,0,26,2086,No,5,0,0
50,10,1.13,10,Tablet,Comedy,Europe,Delayed,Basic,4,57,7059,Yes,4,0,0
34,9,3.74,7,Mobile,Sci-fi,Asia,Delayed,Standard,5,70,4397,No,1,0,0
2,2,5.17,6,Laptop,Comedy,South America,On-Time,Standard,1,48,1891,Yes,4,0,0
43,5,4.85,4,Tablet,Action,Oceania,On-Time,Premium,3,62,3749,Yes,4,0,0
28,8,5.39,7,Tablet,Drama,Asia,On-Time,Standard,1,38,1599,Yes,2,0,0
32,8,1.81,9,Laptop,Drama,Asia,On-Time,Premium,10,39,9410,No,4,0,0
12,9,5.99,10,Smart TV,Comedy,North America,Delayed,Basic,4,35,3842,Yes,5,1,1
5,7,5.45,7,Smart TV,Comedy,Asia,On-Time,Basic,7,34,2964,No,2,0,0
30,1,4.24,1,Mobile,Comedy,South America,On-Time,Standard,7,59,7837,Yes,4,0,0
4,6,4.05,3,Mobile,Comedy,North America,On-Time,Basic,9,33,7315,No,4,1,1
56,8,5.72,10,Laptop,Romance,South America,On-Time,Basic,5,26,2986,Yes,5,0,0
8,7,3.07,8,Laptop,Romance,Asia,On-Time,Standard,10,54,9220,Yes,3,0,0
54,1,2.26,5,Mobile,Drama,Africa,Delayed,Standard,10,51,5813,No,5,0,0
51,3,1.14,2,Laptop,Drama,Asia,Delayed,Standard,6,37,2382,No,2,0,0
19,8,1.33,9,Mobile,Drama,Asia,On-Time,Premium,3,70,1529,No,2,0,0
26,8,4.05,8,Tablet,Romance,North America,Delayed,Basic,6,27,5135,Yes,2,0,0
34,10,5.49,10,Smart TV,Romance,Oceania,On-Time,Basic,2,31,2562,Yes,4,0,0
42,9,4.69,7,Mobile,Sci-fi,Africa,On-Time,Standard,1,31,5875,Yes,2,0,0
42,3,4.85,5,Laptop,Drama,Europe,Delayed,Standard,8,64,5322,Yes,2,0,0
20,9,5.88,9,Mobile,Action,South America,On-Time,Standard,2,38,8540,No,1,0,0
39,8,1.97,10,Laptop,Sci-fi,Africa,On-Time,Standard,2,53,1858,Yes,2,0,0
56,8,2.75,9,Tablet,Drama,Oceania,On-Time,Standard,2,50,5082,Yes,5,0,0
8,7,5.48,10,Smart TV,Comedy,Asia,On-Time,Basic,1,39,7511,No,5,0,0
29,10,1.16,7,Mobile,Drama,Europe,Delayed,Standard,5,37,7740,Yes,4,0,0
52,7,4.43,8,Tablet,Sci-fi,Oceania,On-Time,Standard,7,50,6914,Yes,2,0,0
27,2,1.26,1,Mobile,Action,South America,On-Time,Standard,9,62,3609,No,4,0,0
56,7,2.82,10,Tablet,Romance,Africa,On-Time,Basic,3,43,3355,Yes,5,0,0
12,9,1.31,10,Laptop,Romance,Europe,Delayed,Basic,5,36,4248,No,2,1,1
28,8,1.65,7,Mobile,Romance,Africa,On-Time,Standard,5,48,3627,Yes,4,0,0
56,7,1.84,9,Mobile,Sci-fi,Oceania,On-Time,Basic,5,63,3083,Yes,5,0,0
12,3,3.95,6,Smart TV,Drama,Europe,On-Time,Standard,3,58,5517,No,5,1,1
4,1,1.42,2,Tablet,Romance,Europe,On-Time,Standard,7,44,6669,Yes,2,0,0
13,7,3.3,8,Tablet,Romance,Oceania,On-Time,Standard,5,35,7381,No,1,0,0
10,9,3.18,9,Laptop,Romance,Asia,On-Time,Basic,10,67,5684,No,2,0,0
19,2,5.56,3,Smart TV,Comedy,North America,On-Time,Premium,8,56,3614,No,2,0,0
23,8,5.41,10,Smart TV,Drama,Asia,On-Time,Premium,6,22,6942,No,4,0,0
17,3,4.27,1,Tablet,Sci-fi,Asia,On-Time,Standard,6,60,1919,Yes,5,0,0
20,8,4.88,10,Smart TV,Romance,Asia,On-Time,Basic,7,39,9449,Yes,5,0,0
24,1,1.54,3,Smart TV,Action,North America,On-Time,Standard,2,32,2982,No,3,1,1
31,8,2.04,7,Tablet,Drama,Africa,On-Time,Premium,5,33,5021,No,3,0,0
19,9,2.31,7,Laptop,Action,South America,On-Time,Basic,2,55,7746,No,3,0,0
24,8,2.86,7,Smart TV,Comedy,Asia,On-Time,Basic,9,58,2660,No,4,0,0
59,4,3.08,5,Laptop,Comedy,Asia,On-Time,Standard,2,66,8587,No,2,0,0
28,10,4.93,9,Mobile,Drama,North America,Delayed,Standard,7,27,4519,Yes,3,0,0
52,1,2.21,4,Tablet,Sci-fi,Oceania,Delayed,Basic,7,33,5976,Yes,4,0,0
39,6,1.52,3,Mobile,Romance,Oceania,Delayed,Premium,0,23,5539,No,4,0,0
50,7,5.74,8,Laptop,Action,Africa,Delayed,Basic,8,31,1854,Yes,5,0,0
22,3,2.21,3,Mobile,Sci-fi,North America,Delayed,Standard,0,49,9200,Yes,5,1,1
37,9,2.18,8,Tablet,Drama,North America,On-Time,Premium,8,25,7416,Yes,3,0,0
19,8,1.12,10,Tablet,Drama,Africa,On-Time,Standard,0,69,7718,Yes,4,0,0
36,10,4.69,9,Laptop,Comedy,Europe,Delayed,Basic,10,48,2354,No,1,0,0
11,9,1.89,7,Mobile,Drama,South America,Delayed,Premium,1,22,8000,Yes,1,1,1
3,10,1.71,9,Smart TV,Comedy,Europe,On-Time,Premium,7,65,3956,Yes,2,0,0
48,8,1.97,7,Mobile,Action,South America,On-Time,Basic,0,32,9769,Yes,3,0,0
18,8,4.27,9,Smart TV,Romance,South America,On-Time,Basic,6,54,8057,No,3,0,0
38,8,3.53,9,Mobile,Drama,Africa,On-Time,Standard,9,44,3705,No,4,0,0
56,2,3.64,5,Laptop,Comedy,South America,Delayed,Basic,3,62,7868,No,5,0,0
41,9,3.54,9,Smart TV,Romance,Oceania,Delayed,Basic,3,67,8136,No,5,0,0
22,4,2.73,1,Laptop,Action,Europe,Delayed,Premium,8,24,6297,Yes,5,1,1
13,5,3.58,3,Mobile,Drama,Europe,Delayed,Premium,7,59,7551,Yes,4,1,1
44,8,2.28,10,Mobile,Romance,Europe,On-Time,Basic,9,30,4251,Yes,1,0,0
57,7,2.51,10,Mobile,Sci-fi,Oceania,Delayed,Basic,7,55,1425,Yes,4,0,0
17,6,2.49,2,Smart TV,Drama,North America,Delayed,Basic,10,54,4581,Yes,4,1,1
22,10,4.31,9,Laptop,Sci-fi,Europe,On-Time,Basic,2,65,6444,Yes,5,0,0
20,1,1.64,1,Mobile,Drama,North America,Delayed,Premium,7,56,7153,No,2,1,1
4,8,3.38,7,Smart TV,Action,Europe,On-Time,Basic,2,29,6714,No,1,0,0
35,8,5.64,7,Tablet,Comedy,Asia,Delayed,Basic,0,33,8874,Yes,5,0,0
35,1,5.29,2,Smart TV,Romance,Oceania,On-Time,Premium,2,38,8445,No,3,0,0
30,1,2.11,2,Smart TV,Action,Africa,On-Time,Standard,3,38,2114,No,1,0,0
35,8,2.52,9,Mobile,Comedy,Europe,Delayed,Standard,9,55,9273,Yes,1,0,0
31,9,3.04,7,Mobile,Action,Europe,Delayed,Premium,4,23,1783,No,1,0,0
2,10,4.08,10,Smart TV,Romance,Europe,On-Time,Basic,8,51,3084,Yes,4,0,0
60,1,4.05,6,Tablet,Sci-fi,Asia,On-Time,Basic,5,39,4023,Yes,4,0,0
41,7,2.18,9,Tablet,Sci-fi,Africa,Delayed,Standard,0,33,7516,No,3,0,0
15,2,3.17,5,Smart TV,Romance,Asia,On-Time,Basic,3,19,5441,Yes,3,0,0
2,7,1.3,9,Mobile,Comedy,South America,On-Time,Standard,5,23,9234,Yes,5,0,0
29,10,4.47,9,Mobile,Drama,Europe,Delayed,Standard,10,65,4701,No,4,0,0
57,10,1.52,10,Tablet,Sci-fi,North America,On-Time,Basic,3,68,4490,Yes,5,0,0
22,9,3.54,9,Mobile,Drama,North America,Delayed,Basic,8,32,2946,Yes,5,1,1
48,10,2.91,9,Mobile,Comedy,Asia,On-Time,Standard,6,50,8805,Yes,5,0,0
53,10,4.06,7,Laptop,Drama,Europe,On-Time,Premium,7,45,6677,No,4,0,0
49,10,4.48,8,Tablet,Romance,South America,On-Time,Standard,1,27,1895,Yes,1,0,0
44,10,2.01,8,Tablet,Comedy,North America,On-Time,Standard,7,48,6620,No,5,0,0
22,4,5.74,5,Mobile,Drama,Africa,On-Time,Standard,1,45,6307,No,3,1,1
60,8,2.55,9,Laptop,Drama,Africa,Delayed,Standard,2,48,8476,Yes,3,0,0
57,1,5.9,1,Smart TV,Comedy,Asia,On-Time,Standard,6,51,3062,Yes,1,0,0
36,10,1.63,7,Mobile,Romance,Oceania,Delayed,Basic,4,18,5525,Yes,1,0,0
13,2,1.46,6,Mobile,Sci-fi,Oceania,On-Time,Premium,7,31,3598,No,1,0,0
54,9,4.1,10,Smart TV,Action,South America,On-Time,Standard,8,53,2245,No,3,0,0
39,9,4.14,7,Smart TV,Comedy,Asia,On-Time,Standard,2,63,7913,Yes,4,0,0
20,8,5.18,7,Laptop,Sci-fi,North America,Delayed,Premium,7,21,3710,Yes,2,1,1
14,7,3.04,10,Laptop,Sci-fi,Africa,On-Time,Standard,10,53,3800,No,4,0,0
28,2,2.38,3,Mobile,Romance,Africa,On-Time,Basic,6,56,3115,No,2,0,0
26,7,4.34,7,Mobile,Drama,North America,On-Time,Basic,9,52,8177,Yes,3,0,0
32,8,1.37,8,Tablet,Sci-fi,North America,On-Time,Premium,7,65,5928,No,5,0,0
8,10,5.58,7,Tablet,Sci-fi,Africa,Delayed,Standard,4,66,6780,No,1,1,1
30,8,5.54,7,Mobile,Comedy,Oceania,On-Time,Basic,0,47,8305,No,3,0,0
29,7,3.55,9,Mobile,Comedy,Asia,On-Time,Standard,7,57,4627,Yes,4,0,0
40,10,3.32,8,Mobile,Action,Europe,On-Time,Basic,3,47,1714,Yes,5,0,0
54,7,3.62,10,Mobile,Romance,Oceania,On-Time,Basic,6,70,5069,Yes,4,0,0
26,9,2.19,7,Mobile,Action,Europe,On-Time,Basic,0,64,2528,No,1,0,0
35,8,3.85,8,Tablet,Romance,South America,Delayed,Premium,6,48,4677,No,4,0,0
32,7,1.16,10,Mobile,Sci-fi,Europe,Delayed,Standard,1,69,7995,No,1,0,0
24,9,5.85,9,Smart TV,Comedy,Oceania,On-Time,Premium,0,51,1084,No,5,0,0
33,3,1.64,4,Tablet,Drama,Oceania,On-Time,Premium,3,36,6450,Yes,2,0,0
57,1,3.36,5,Smart TV,Romance,South America,On-Time,Basic,8,41,3124,Yes,2,0,0
50,6,3.64,3,Mobile,Romance,Europe,Delayed,Premium,9,21,6341,No,5,0,0
25,2,4.78,1,Mobile,Action,Europe,On-Time,Basic,10,69,2173,Yes,1,0,0
24,6,3.19,5,Tablet,Action,South America,On-Time,Basic,9,63,9553,No,5,1,1
49,7,1.29,10,Tablet,Sci-fi,Asia,On-Time,Standard,2,52,8369,No,1,0,0
10,7,2.31,8,Smart TV,Romance,South America,On-Time,Basic,0,18,7931,Yes,1,0,0
26,8,4.83,7,Tablet,Comedy,North America,On-Time,Premium,2,60,2623,Yes,2,0,0
30,5,3.63,6,Mobile,Romance,Africa,On-Time,Basic,0,65,1430,No,3,0,0
54,2,2.0,6,Mobile,Action,Oceania,On-Time,Basic,3,54,5468,Yes,2,0,0
15,10,4.58,8,Mobile,Romance,North America,On-Time,Basic,1,30,3323,Yes,1,0,0
13,2,3.25,5,Mobile,Sci-fi,Asia,Delayed,Standard,10,52,8885,Yes,4,1,1
51,10,1.67,7,Laptop,Comedy,North America,On-Time,Basic,4,69,5029,No,1,0,0
45,9,2.13,10,Tablet,Sci-fi,Oceania,On-Time,Basic,3,55,7645,Yes,4,0,0
2,10,3.66,10,Smart TV,Romance,Africa,On-Time,Basic,2,43,7064,No,3,0,0
43,9,3.77,7,Mobile,Comedy,South America,On-Time,Basic,2,25,2149,No,5,0,0
25,8,5.8,9,Smart TV,Drama,Europe,On-Time,Premium,2,51,5571,Yes,3,0,0
23,8,2.68,9,Tablet,Drama,Europe,On-Time,Standard,0,40,2573,No,5,0,0
30,7,2.58,9,Smart TV,Drama,Asia,On-Time,Basic,1,28,5533,Yes,3,0,0
20,10,1.27,8,Tablet,Action,Africa,On-Time,Premium,9,62,3017,Yes,2,0,0
26,8,4.7,7,Mobile,Comedy,Asia,On-Time,Premium,1,62,2593,No,1,0,0
29,4,5.89,3,Smart TV,Action,Oceania,On-Time,Standard,8,45,7818,Yes,4,0,0
47,7,5.43,8,Smart TV,Action,Oceania,Delayed,Basic,10,44,1740,No,4,0,0
36,10,3.56,7,Tablet,Romance,Oceania,Delayed,Premium,3,62,3229,No,5,0,0
